INFLATION EXPECTATIONS; YEAR-ON-YEAR CHANGE IN HICP,,,,,,,,,,,,,,,,,,,,,,,,
TARGET_PERIOD,FCT_SOURCE,POINT,TN2_0,FN2_0TN1_6,FN1_5TN1_1,FN1_0TN0_6,FN0_5TN0_1,F0_0T0_4,F0_5T0_9,F1_0T1_4,F1_5T1_9,F2_0T2_4,F2_5T2_9,F3_0T3_4,F3_5T3_9,F4_0,,,,,,,,
2014,40,,,,,,,,,,,,,,,,,,,,,,,
2014,41,,,,,,,,,,,,,,,,,,,,,,,
2014,42,,,,,,,,,,,,,,,,,,,,,,,
2014,48,,,,,,,,,,,,,,,,,,,,,,,
2014,49,,,,,,,,,,,,,,,,,,,,,,,
2014,50,,,,,,,,,,,,,,,,,,,,,,,
2014,52,,,,1.6,,,,,,,,,,,,,,,,,,,
2014,54,,,,,,,,,,,,,,,,,,,,,,,
2014,57,,,,,,,,,,,,,,,,,,,,,,,
2014,58,,,,3.3,,,,,,,,,,,,,,,,,,,
2014,59,,,,,,,,,,,,,,,,,,,,,,,
2014,61,,,,,,,,,,,,,,,,,,,,,,,
2014,63,,,,,,,,,,,,,,,,,,,,,,,
2014,65,,,,,,,,,,,,,,,,,,,,,,,
2014,68,,,,,,,,,,,,,,,,,,,,,,,
2014,70,,,,2.5,,,,,,,,,,,,,,,,,,,
2014,73,,,,,,,,,,,,,,,,,,,,,,,
2014,82,,,,2.4,,,,,,,,,,,,,,,,,,,
2014,84,,,,2.8,,,,,,,,,,,,,,,,,,,
2014,88,,,,2.1,,,,,,,,,,,,,,,,,,,
2014,89,,,,,,,,,,,,,,,,,,,,,,,
2014,90,,,,2,,,,,,,,,,,,,,,,,,,
2014,91,,,,2.5,,,,,,,,,,,,,,,,,,,
2014,93,,,,2.5,,,,,,,,,,,,,,,,,,,
2014,94,,,,2.5,,,,,,,,,,,,,,,,,,,
2014,95,,,,2,,,,,,,,,,,,,,,,,,,
2014,96,,,,,,,,,,,,,,,,,,,,,,,
2014,97,,,,,,,,,,,,,,,,,,,,,,,
2014,98,,,,3.5,,,,,,,,,,,,,,,,,,,
2014,99,,,,1.9,,,,,,,,,,,,,,,,,,,
2014,101,,,,,,,,,,,,,,,,,,,,,,,
2014,102,,,,2.5,,,,,,,,,,,,,,,,,,,
2014,103,,,,,,,,,,,,,,,,,,,,,,,
2014,104,,,,2.3,,,,,,,,,,,,,,,,,,,
2014,106,,,,,,,,,,,,,,,,,,,,,,,
2014,107,,,,2.5,,,,,,,,,,,,,,,,,,,
2014,108,,,,2.6,,,,,,,,,,,,,,,,,,,
